month,day,campaign_number,user_engagement,banner,placement,displays,cost,clicks,revenue,post_click_conversions,post_click_sales_amount,,
May,12,camp 3,Medium,670 x 90,jkl,16,0.0059,1,0.0533,0,0,,
May,12,camp 3,Medium,670 x 90,mno,2813,0.1382,11,0.5873,0,0,,
May,12,camp 3,High,728 x 90,abc,2,0.002,0,0,0,0,,
May,12,camp 3,High,728 x 90,def,5450,0.9979,10,0.534,0,0,,
May,12,camp 3,High,728 x 90,ghi,1593,1.5559,18,0.9596,5,148.8136,,
May,12,camp 3,High,728 x 90,jkl,1252,0.4431,8,0.4274,4,501.3905,,
May,12,camp 3,High,728 x 90,mno,23649,5.1117,56,2.9856,12,977.8518,,
May,12,camp 3,High,728 x 90,#N/A,2,0.0016,0,0,0,0,,
May,12,camp 3,Low,728 x 90,def,3249,0.2611,7,0.3732,0,0,,
May,12,camp 3,Low,728 x 90,ghi,355,0.313,0,0,0,0,,
May,12,camp 3,Low,728 x 90,jkl,22,0.0064,0,0,0,0,,
May,12,camp 3,Low,728 x 90,mno,21536,0.6009,42,2.2392,0,0,,
May,12,camp 3,Medium,728 x 90,def,11271,1.0839,40,2.1325,0,0,,
May,12,camp 3,Medium,728 x 90,ghi,1426,0.9645,21,1.1196,0,0,,
May,12,camp 3,Medium,728 x 90,jkl,374,0.1141,4,0.2132,0,0,,
May,12,camp 3,Medium,728 x 90,mno,50502,2.571,149,7.9438,0,0,,
May,12,camp 3,Medium,728 x 90,#N/A,1,0.0008,0,0,0,0,,
May,12,camp 3,Medium,800 x 250,mno,9,0.0027,0,0,0,0,,
May,13,camp 1,High,160 x 600,abc,9,0.0115,0,0,0,0,,
May,13,camp 1,High,160 x 600,def,18172,16.7474,118,22,22,1003.2109,,
May,13,camp 1,High,160 x 600,ghi,16053,26.5535,87,16,65,2193.9927,,
May,13,camp 1,High,160 x 600,mno,180728,230.9688,1167,221,722,35760.1715,,
May,13,camp 1,Low,160 x 600,def,314,0.0504,0,0,0,0,,
May,13,camp 1,Low,160 x 600,ghi,40,0.0119,0,0,0,0,,
May,13,camp 1,Low,160 x 600,mno,2733,0.6523,17,3.2257,7,540.896,,
May,13,camp 1,Medium,160 x 600,def,2278,0.984,13,2.468,0,0,,
May,13,camp 1,Medium,160 x 600,ghi,632,0.6986,10,1.8984,2,191.2181,,
May,13,camp 1,Medium,160 x 600,mno,21732,13.3236,164,31.1351,18,1883.4195,,
May,13,camp 1,High,240 x 400,def,40898,34.0362,169,32,85,6230.8027,,
May,13,camp 1,High,240 x 400,ghi,285255,252.8796,4929,935,2095,106609.6695,,
May,13,camp 1,High,240 x 400,jkl,34679,17.7471,257,48,144,7459.776,,
May,13,camp 1,High,240 x 400,mno,183041,371.2369,1092,207,579,31035.4619,,
May,13,camp 1,Low,240 x 400,def,618,0.1214,5,0.9492,0,0,,
May,13,camp 1,Low,240 x 400,ghi,1028,0.796,14,2.6578,0,0,,
May,13,camp 1,Low,240 x 400,jkl,266,0.1309,4,0.7593,0,0,,
May,13,camp 1,Low,240 x 400,mno,2250,0.728,8,1.5187,0,0,,
May,13,camp 1,Medium,240 x 400,def,3652,1.697,22,4.1766,7,412.0255,,
May,13,camp 1,Medium,240 x 400,ghi,15263,12.5743,462,87.7083,58,2749.4426,,
May,13,camp 1,Medium,240 x 400,jkl,2563,1.3138,21,3.9859,0,0,,
May,13,camp 1,Medium,240 x 400,mno,17669,16.1451,131,24.8684,13,761.1871,,
May,13,camp 1,High,300 x 250,abc,9,0.0177,0,0,0,0,,
May,13,camp 1,High,300 x 250,def,43785,39.3457,183,34,194,10924.1614,,
May,13,camp 1,High,300 x 250,ghi,56813,40.5081,633,120,519,22979.5222,,
May,13,camp 1,High,300 x 250,jkl,5838,3.385,13,2,6,138.0605,,
May,13,camp 1,High,300 x 250,mno,342398,484.8313,1783,338,1270,65203.5838,,
May,13,camp 1,Low,300 x 250,def,515,0.2103,0,0,0,0,,
May,13,camp 1,Low,300 x 250,ghi,130,0.0826,1,0.1898,0,0,,
May,13,camp 1,Low,300 x 250,jkl,20,0.0123,0,0,0,0,,
May,13,camp 1,Low,300 x 250,mno,4422,1.4337,22,4.1766,0,0,,
May,13,camp 1,Medium,300 x 250,abc,1,0.002,0,0,0,0,,
May,13,camp 1,Medium,300 x 250,def,4573,2.8842,23,4.3656,4,521.4274,,
May,13,camp 1,Medium,300 x 250,ghi,1911,1.2284,53,10.0619,0,0,,
May,13,camp 1,Medium,300 x 250,jkl,404,0.2474,1,0.1898,1,14.9031,,
May,13,camp 1,Medium,300 x 250,mno,37885,28.1101,223,42.3328,50,3150.8703,,
May,13,camp 1,High,468 x 60,def,1328,0.3805,1,0,7,81.3229,,
May,13,camp 1,High,468 x 60,ghi,1106,0.4499,3,0,2,37.0476,,
May,13,camp 1,High,468 x 60,jkl,13,0.0087,0,0,0,0,,
May,13,camp 1,High,468 x 60,mno,4956,2.9098,5,1,1,6.7531,,
May,13,camp 1,Low,468 x 60,def,10,0.0005,0,0,0,0,,
May,13,camp 1,Low,468 x 60,ghi,1,0.0004,0,0,0,0,,
May,13,camp 1,Low,468 x 60,mno,27,0.0037,0,0,0,0,,
May,13,camp 1,Medium,468 x 60,def,96,0.0134,0,0,0,0,,
May,13,camp 1,Medium,468 x 60,ghi,41,0.0166,0,0,0,0,,
May,13,camp 1,Medium,468 x 60,mno,570,0.15,3,0.5695,0,0,,
May,13,camp 1,High,580 x 400,mno,45935,142.7981,524,99,370,25450.57,,
May,13,camp 1,Low,580 x 400,mno,603,0.3095,4,0.7593,0,0,,
May,13,camp 1,Medium,580 x 400,mno,4555,7.0805,74,14.0487,17,443.1471,,
May,13,camp 1,High,670 x 90,def,5301,7.8919,29,5,34,1597.6839,,
May,13,camp 1,High,670 x 90,ghi,14891,12.508,83,15,64,4208.407,,
May,13,camp 1,High,670 x 90,jkl,343,0.24,1,0,0,0,,
May,13,camp 1,High,670 x 90,mno,19538,27.8626,94,17,61,2290.5397,,
May,13,camp 1,Low,670 x 90,def,69,0.0172,0,0,0,0,,
May,13,camp 1,Low,670 x 90,ghi,11,0.0117,0,0,0,0,,
May,13,camp 1,Low,670 x 90,mno,195,0.0491,0,0,0,0,,
May,13,camp 1,Medium,670 x 90,def,508,0.3436,3,0.5695,0,0,,
May,13,camp 1,Medium,670 x 90,ghi,494,0.3698,12,2.2781,0,0,,
May,13,camp 1,Medium,670 x 90,jkl,25,0.0164,0,0,0,0,,
May,13,camp 1,Medium,670 x 90,mno,1899,1.2978,8,1.5187,1,12.774,,
May,13,camp 1,High,728 x 90,abc,15,0.0239,0,0,0,0,,
May,13,camp 1,High,728 x 90,def,73164,63.8312,260,49,148,6526.2595,,
May,13,camp 1,High,728 x 90,ghi,207355,264.6005,1955,371,1113,47539.9445,,
May,13,camp 1,High,728 x 90,jkl,19799,7.5902,77,14,17,625.904,,
May,13,camp 1,High,728 x 90,mno,323873,307.5376,1122,213,865,31236.038,,
May,13,camp 1,High,728 x 90,#N/A,5,0.004,0,0,0,0,,
May,13,camp 1,Low,728 x 90,def,948,0.2337,2,0.3796,1,11.4858,,
May,13,camp 1,Low,728 x 90,ghi,313,0.2536,3,0.5695,0,0,,
May,13,camp 1,Low,728 x 90,jkl,148,0.0524,0,0,0,0,,
May,13,camp 1,Low,728 x 90,mno,4381,0.9056,16,3.0359,3,18.6355,,
May,13,camp 1,Medium,728 x 90,def,8624,4.1112,34,6.454,8,305.3182,,
May,13,camp 1,Medium,728 x 90,ghi,8058,8.9663,138,26.1982,22,711.4617,,
May,13,camp 1,Medium,728 x 90,jkl,1683,0.6306,12,2.2781,1,96.7007,,
May,13,camp 1,Medium,728 x 90,mno,35972,19.9397,198,37.5883,41,1620.3393,,
May,13,camp 1,High,800 x 250,mno,14,0.0325,0,0,0,0,,
May,13,camp 1,Low,800 x 250,mno,4,0.0007,0,0,0,0,,
May,13,camp 1,Medium,800 x 250,mno,9,0.0036,0,0,0,0,,
May,13,camp 3,High,160 x 600,def,1933,0.314,2,0.1084,0,0,,
May,13,camp 3,High,160 x 600,ghi,127,0.0333,0,0,0,0,,
May,13,camp 3,High,160 x 600,mno,17211,4.416,61,3.3083,4,113.6485,,
May,13,camp 3,Low,160 x 600,abc,3,0.0022,0,0,0,0,,
May,13,camp 3,Low,160 x 600,def,3434,0.1088,6,0.3254,0,0,,
May,13,camp 3,Low,160 x 600,ghi,90,0.0353,0,0,0,0,,
May,13,camp 3,Low,160 x 600,mno,19806,0.8735,85,4.6103,0,0,,
May,13,camp 3,Medium,160 x 600,abc,1,0.0007,0,0,0,0,,
May,13,camp 3,Medium,160 x 600,def,6863,0.3911,24,1.3018,2,64.345,,
May,13,camp 3,Medium,160 x 600,ghi,451,0.0776,0,0,0,0,,
May,13,camp 3,Medium,160 x 600,mno,44926,4.0911,278,15.0789,3,80.1271,,
May,13,camp 3,High,240 x 400,def,3727,0.7719,9,0.4881,0,0,,
May,13,camp 3,High,240 x 400,ghi,5540,4.4456,43,2.3324,6,900.9262,,
May,13,camp 3,High,240 x 400,jkl,2532,1.2854,7,0.3796,2,48.7097,,
May,13,camp 3,High,240 x 400,mno,19576,7.0158,50,2.7121,7,693.2726,,
May,13,camp 3,Low,240 x 400,def,3766,0.2851,18,0.9763,0,0,,
May,13,camp 3,Low,240 x 400,ghi,1347,1.0634,15,0.8136,0,0,,
May,13,camp 3,Low,240 x 400,jkl,148,0.0786,0,0,0,0,,
May,13,camp 3,Low,240 x 400,mno,12114,0.5874,22,1.1933,0,0,,
May,13,camp 3,Medium,240 x 400,def,8402,0.832,33,1.79,0,0,,
May,13,camp 3,Medium,240 x 400,ghi,4596,3.8375,111,6.0209,1,83.9401,,
May,13,camp 3,Medium,240 x 400,jkl,909,0.4818,20,1.0848,0,0,,
May,13,camp 3,Medium,240 x 400,mno,30419,2.7964,115,6.2376,1,32.5577,,
May,13,camp 3,High,300 x 250,def,3175,0.8157,11,0.5966,0,0,,
May,13,camp 3,High,300 x 250,ghi,878,0.5839,6,0.3254,0,0,,
May,13,camp 3,High,300 x 250,jkl,131,0.0801,0,0,0,0,,
May,13,camp 3,High,300 x 250,mno,31401,9.5479,95,5.1525,4,704.815,,
May,13,camp 3,Low,300 x 250,abc,7,0.0074,0,0,0,0,,
May,13,camp 3,Low,300 x 250,def,5106,0.2578,53,2.8748,0,0,,
May,13,camp 3,Low,300 x 250,ghi,332,0.2018,7,0.3796,0,0,,
May,13,camp 3,Low,300 x 250,mno,34959,1.419,100,5.4235,0,0,,
May,13,camp 3,Medium,300 x 250,abc,1,0.0008,0,0,0,0,,
May,13,camp 3,Medium,300 x 250,def,9057,0.8529,83,4.5016,1,13.9388,,
May,13,camp 3,Medium,300 x 250,ghi,1090,0.6685,29,1.573,0,0,,
May,13,camp 3,Medium,300 x 250,jkl,9,0.0029,0,0,0,0,,
May,13,camp 3,Medium,300 x 250,mno,73747,5.8409,409,22.1803,5,1198.1592,,
May,13,camp 3,High,468 x 60,def,79,0.0096,0,0,0,0,,
May,13,camp 3,High,468 x 60,ghi,3,0.0012,0,0,0,0,,
May,13,camp 3,High,468 x 60,mno,344,0.0331,2,0.1084,0,0,,
May,13,camp 3,Low,468 x 60,def,57,0.0034,0,0,0,0,,
May,13,camp 3,Low,468 x 60,mno,219,0.0025,0,0,0,0,,
May,13,camp 3,Medium,468 x 60,def,159,0.0139,0,0,0,0,,
May,13,camp 3,Medium,468 x 60,ghi,4,0.0016,0,0,0,0,,
May,13,camp 3,Medium,468 x 60,mno,860,0.014,0,0,0,0,,
May,13,camp 3,High,580 x 400,mno,5237,2.8997,47,2.5493,2,15.1878,,
May,13,camp 3,Low,580 x 400,mno,4248,0.4347,35,1.8984,0,0,,
May,13,camp 3,Medium,580 x 400,mno,9567,1.7152,110,5.9666,2,181.6443,,
May,13,camp 3,High,670 x 90,def,484,0.1169,1,0.0542,0,0,,
May,13,camp 3,High,670 x 90,ghi,114,0.1288,2,0.1084,0,0,,
May,13,camp 3,High,670 x 90,jkl,38,0.0248,0,0,0,0,,
May,13,camp 3,High,670 x 90,mno,1341,0.3859,4,0.2169,1,163.5545,,
May,13,camp 3,Low,670 x 90,def,1940,0.0521,7,0.3796,0,0,,
May,13,camp 3,Low,670 x 90,ghi,21,0.025,0,0,0,0,,
May,13,camp 3,Low,670 x 90,mno,1216,0.0277,0,0,0,0,,
May,13,camp 3,Medium,670 x 90,def,2685,0.1205,12,0.6509,0,0,,
May,13,camp 3,Medium,670 x 90,ghi,62,0.0933,5,0.2712,0,0,,
May,13,camp 3,Medium,670 x 90,jkl,18,0.0077,0,0,0,0,,
May,13,camp 3,Medium,670 x 90,mno,3030,0.1667,6,0.3254,0,0,,
May,13,camp 3,High,728 x 90,abc,1,0.0015,0,0,0,0,,
May,13,camp 3,High,728 x 90,def,5553,1.1081,15,0.8136,0,0,,
May,13,camp 3,High,728 x 90,ghi,1436,1.361,7,0.3796,0,0,,
May,13,camp 3,High,728 x 90,jkl,1271,0.4517,6,0.3254,0,0,,
May,13,camp 3,High,728 x 90,mno,22782,5.326,54,2.929,3,182.6342,,
May,13,camp 3,Low,728 x 90,def,3774,0.3202,16,0.8678,0,0,,
May,13,camp 3,Low,728 x 90,ghi,334,0.2815,1,0.0542,0,0,,
May,13,camp 3,Low,728 x 90,jkl,57,0.014,0,0,0,0,,
May,13,camp 3,Low,728 x 90,mno,22264,0.7558,55,2.9833,1,105.5286,,
May,13,camp 3,Medium,728 x 90,abc,1,0.0006,0,0,0,0,,
May,13,camp 3,Medium,728 x 90,def,12826,1.3294,69,3.7422,4,233.9041,,
May,13,camp 3,Medium,728 x 90,ghi,1463,0.9603,25,1.3558,0,0,,
May,13,camp 3,Medium,728 x 90,jkl,705,0.2052,4,0.2167,1,145.1146,,
May,13,camp 3,Medium,728 x 90,mno,50648,3.0874,151,8.1901,1,21.655,,
May,13,camp 3,High,800 x 250,mno,7,0.0016,0,0,0,0,,
May,13,camp 3,Low,800 x 250,mno,1,0,0,0,0,0,,
May,13,camp 3,Medium,800 x 250,mno,1,0,0,0,0,0,,
May,14,camp 1,High,160 x 600,abc,19,0.0296,0,0,0,0,,
May,14,camp 1,High,160 x 600,def,14355,12.2519,70,13,56,2446.1943,,
May,14,camp 1,High,160 x 600,ghi,12890,21.082,82,15,80,2697.1757,,
May,14,camp 1,High,160 x 600,mno,140317,170.2927,868,164,629,31124.8214,,
May,14,camp 1,Low,160 x 600,def,210,0.0346,1,0.189,0,0,,
May,14,camp 1,Low,160 x 600,ghi,31,0.0066,0,0,0,0,,
May,14,camp 1,Low,160 x 600,mno,1878,0.5276,9,1.7011,3,214.7841,,
May,14,camp 1,Medium,160 x 600,def,1559,0.6522,10,1.8901,2,198.2322,,
May,14,camp 1,Medium,160 x 600,ghi,449,0.4247,2,0.378,1,45.8757,,
May,14,camp 1,Medium,160 x 600,mno,16249,8.7254,92,17.3923,12,1044.3937,,
May,14,camp 1,High,240 x 400,def,33712,27.9892,174,33,86,4056.2916,,
May,14,camp 1,High,240 x 400,ghi,211843,189.4094,3293,622,1778,84427.849,,
May,14,camp 1,High,240 x 400,jkl,31122,15.5058,220,41,168,7674.609,,
May,14,camp 1,High,240 x 400,mno,129972,224.3768,694,131,402,23637.7996,,
May,14,camp 1,Low,240 x 400,def,325,0.0585,0,0,0,0,,
May,14,camp 1,Low,240 x 400,ghi,642,0.5152,8,1.512,0,0,,
May,14,camp 1,Low,240 x 400,jkl,206,0.1022,2,0.378,2,9.032,,
May,14,camp 1,Low,240 x 400,mno,1562,0.4155,7,1.323,0,0,,
May,14,camp 1,Medium,240 x 400,def,2785,1.2321,17,3.2131,0,0,,
May,14,camp 1,Medium,240 x 400,ghi,9010,7.5046,265,50.0892,28,1394.114,,
May,14,camp 1,Medium,240 x 400,jkl,1950,0.9745,21,3.9692,3,109.3429,,
May,14,camp 1,Medium,240 x 400,mno,10606,8.6589,69,13.0417,8,248.4686,,
May,14,camp 1,High,300 x 250,abc,16,0.0228,0,0,0,0,,
May,14,camp 1,High,300 x 250,def,33388,28.5305,137,25,134,8719.4896,,
May,14,camp 1,High,300 x 250,ghi,58354,41.4463,723,136,292,12988.9276,,
May,14,camp 1,High,300 x 250,jkl,2441,1.3567,3,0,8,801.2722,,
May,14,camp 1,High,300 x 250,mno,263447,360.4838,1514,286,1180,56010.7863,,
May,14,camp 1,Low,300 x 250,def,314,0.0979,2,0.378,0,0,,
May,14,camp 1,Low,300 x 250,ghi,138,0.0878,0,0,0,0,,
May,14,camp 1,Low,300 x 250,jkl,10,0.006,0,0,0,0,,
May,14,camp 1,Low,300 x 250,mno,3169,1.0306,16,3.0241,6,650.7249,,
May,14,camp 1,Medium,300 x 250,def,3155,1.81,16,3.0241,2,320.4414,,
May,14,camp 1,Medium,300 x 250,ghi,2016,1.3036,67,12.6637,9,410.6132,,
May,14,camp 1,Medium,300 x 250,jkl,168,0.0998,1,0.189,0,0,,
May,14,camp 1,Medium,300 x 250,mno,26890,18.548,211,39.8829,45,1939.6822,,
May,14,camp 1,High,468 x 60,def,1151,0.4508,0,0,0,0,,
May,14,camp 1,High,468 x 60,ghi,831,0.3365,1,0,3,59.2144,,
May,14,camp 1,High,468 x 60,jkl,12,0.008,0,0,0,0,,
May,14,camp 1,High,468 x 60,mno,3380,1.9386,4,0,5,736.8194,,
May,14,camp 1,Low,468 x 60,def,8,0.0007,0,0,0,0,,
May,14,camp 1,Low,468 x 60,mno,41,0.0041,0,0,0,0,,
May,14,camp 1,Medium,468 x 60,def,107,0.0197,1,0.189,0,0,,
May,14,camp 1,Medium,468 x 60,ghi,57,0.023,0,0,0,0,,
May,14,camp 1,Medium,468 x 60,mno,392,0.1107,0,0,0,0,,
May,14,camp 1,High,580 x 400,mno,36416,97.8815,434,82,305,15154.955,,
May,14,camp 1,Low,580 x 400,mno,406,0.2263,4,0.756,1,65.1143,,
May,14,camp 1,Medium,580 x 400,mno,3451,4.4885,52,9.8285,3,99.7438,,
May,14,camp 1,High,670 x 90,def,4095,6.7448,34,6,7,563.1452,,
May,14,camp 1,High,670 x 90,ghi,12388,10.1639,64,12,17,764.6041,,
May,14,camp 1,High,670 x 90,jkl,236,0.1643,4,0,1,42.4195,,
May,14,camp 1,High,670 x 90,mno,14805,19.948,90,17,39,1350.8627,,
May,14,camp 1,Low,670 x 90,def,33,0.0087,0,0,0,0,,
May,14,camp 1,Low,670 x 90,ghi,10,0.0073,0,0,0,0,,
May,14,camp 1,Low,670 x 90,mno,157,0.0276,1,0.189,0,0,,
May,14,camp 1,Medium,670 x 90,def,332,0.1858,2,0.378,2,188.7141,,
May,14,camp 1,Medium,670 x 90,ghi,358,0.2393,3,0.567,0,0,,
May,14,camp 1,Medium,670 x 90,jkl,17,0.0103,0,0,0,0,,
May,14,camp 1,Medium,670 x 90,mno,1264,0.6261,6,1.134,1,25.3274,,
May,14,camp 1,High,728 x 90,abc,38,0.0604,0,0,0,0,,
May,14,camp 1,High,728 x 90,def,57405,48.3304,206,39,97,5037.6468,,
May,14,camp 1,High,728 x 90,ghi,167525,210.5024,1489,281,992,46181.949,,
May,14,camp 1,High,728 x 90,jkl,8178,3.2941,44,8,20,1656.4397,,
May,14,camp 1,High,728 x 90,mno,253053,220.2338,851,160,532,23993.9537,,
May,14,camp 1,High,728 x 90,#N/A,17,0.0136,0,0,0,0,,
May,14,camp 1,Low,728 x 90,def,664,0.1605,3,0.567,0,0,,
May,14,camp 1,Low,728 x 90,ghi,227,0.1889,3,0.567,1,17.173,,
May,14,camp 1,Low,728 x 90,jkl,61,0.0219,4,0.756,0,0,,
May,14,camp 1,Low,728 x 90,mno,3038,0.7012,7,1.323,0,0,,
May,14,camp 1,Medium,728 x 90,def,6186,2.9118,22,4.1582,3,271.8115,,
May,14,camp 1,Medium,728 x 90,ghi,5580,6.0305,101,19.0901,21,1340.0215,,
May,14,camp 1,Medium,728 x 90,jkl,778,0.3091,6,1.134,0,0,,
May,14,camp 1,Medium,728 x 90,mno,25099,11.5551,114,21.5472,14,687.069,,
May,14,camp 1,High,800 x 250,mno,7,0.0205,0,0,0,0,,
May,14,camp 1,Medium,800 x 250,mno,8,0.0056,0,0,0,0,,
May,14,camp 3,High,160 x 600,def,1450,0.1972,1,0.054,0,0,,
May,14,camp 3,High,160 x 600,ghi,74,0.0287,0,0,0,0,,
May,14,camp 3,High,160 x 600,mno,12027,2.8305,20,1.08,2,15.3099,,
May,14,camp 3,Low,160 x 600,def,2885,0.0743,7,0.378,0,0,,
May,14,camp 3,Low,160 x 600,ghi,49,0.0187,0,0,0,0,,
May,14,camp 3,Low,160 x 600,mno,12278,0.4988,28,1.512,0,0,,
May,14,camp 3,Medium,160 x 600,def,5243,0.2367,10,0.54,0,0,,
May,14,camp 3,Medium,160 x 600,ghi,204,0.0449,0,0,0,0,,
May,14,camp 3,Medium,160 x 600,mno,26323,2.1937,149,8.0464,6,218.4833,,
May,14,camp 3,High,240 x 400,def,2676,0.5364,6,0.324,0,0,,
May,14,camp 3,High,240 x 400,ghi,2909,2.2707,27,1.458,1,31.1868,,
May,14,camp 3,High,240 x 400,jkl,1740,0.8741,4,0.216,1,277.3873,,
May,14,camp 3,High,240 x 400,mno,11477,3.2068,20,1.08,2,51.2355,,
May,14,camp 3,Low,240 x 400,def,1796,0.1394,10,0.54,0,0,,
May,14,camp 3,Low,240 x 400,ghi,596,0.4844,3,0.162,0,0,,
May,14,camp 3,Low,240 x 400,jkl,40,0.0202,0,0,0,0,,
May,14,camp 3,Low,240 x 400,mno,6524,0.231,12,0.648,0,0,,
May,14,camp 3,Medium,240 x 400,def,4641,0.4426,18,0.972,0,0,,
May,14,camp 3,Medium,240 x 400,ghi,2005,1.5567,47,2.5381,2,696.6411,,
May,14,camp 3,Medium,240 x 400,jkl,411,0.22,9,0.486,0,0,,
May,14,camp 3,Medium,240 x 400,mno,14208,0.9617,52,2.8081,3,126.4754,,
May,14,camp 3,High,300 x 250,abc,3,0.006,0,0,0,0,,
May,14,camp 3,High,300 x 250,def,2040,0.5106,4,0.216,1,49.2644,,
May,14,camp 3,High,300 x 250,ghi,883,0.5671,6,0.324,0,0,,
May,14,camp 3,High,300 x 250,jkl,35,0.0181,0,0,0,0,,
May,14,camp 3,High,300 x 250,mno,22064,6.5679,96,5.1843,4,252.5053,,
May,14,camp 3,Low,300 x 250,def,3415,0.1895,47,2.5381,0,0,,
May,14,camp 3,Low,300 x 250,ghi,279,0.1675,6,0.324,0,0,,
May,14,camp 3,Low,300 x 250,jkl,1,0.0002,0,0,0,0,,
May,14,camp 3,Low,300 x 250,mno,21434,0.7599,65,3.5104,0,0,,
May,14,camp 3,Medium,300 x 250,abc,1,0.002,0,0,0,0,,
May,14,camp 3,Medium,300 x 250,def,5701,0.5334,79,4.2662,0,0,,
May,14,camp 3,Medium,300 x 250,ghi,821,0.4933,29,1.566,0,0,,
May,14,camp 3,Medium,300 x 250,jkl,3,0.001,0,0,0,0,,
May,14,camp 3,Medium,300 x 250,mno,45628,3.1539,238,12.8531,4,263.84,,
May,14,camp 3,High,468 x 60,def,75,0.0071,0,0,0,0,,
May,14,camp 3,High,468 x 60,ghi,3,0.0012,0,0,0,0,,
May,14,camp 3,High,468 x 60,mno,212,0.0149,0,0,0,0,,
May,14,camp 3,Low,468 x 60,def,25,0.002,0,0,0,0,,
May,14,camp 3,Low,468 x 60,ghi,1,0.0004,0,0,0,0,,
May,14,camp 3,Low,468 x 60,mno,88,0.0008,0,0,0,0,,
May,14,camp 3,Medium,468 x 60,def,101,0.0081,0,0,0,0,,
May,14,camp 3,Medium,468 x 60,ghi,3,0.0012,0,0,0,0,,
May,14,camp 3,Medium,468 x 60,mno,371,0.0063,2,0.108,0,0,,
May,14,camp 3,High,580 x 400,mno,3679,1.9826,24,1.296,3,308.2231,,
May,14,camp 3,Low,580 x 400,mno,2853,0.2309,20,1.08,0,0,,
May,14,camp 3,Medium,580 x 400,mno,6088,0.8923,130,7.0204,2,280.452,,
May,14,camp 3,High,670 x 90,def,407,0.0812,0,0,0,0,,
May,14,camp 3,High,670 x 90,ghi,84,0.0868,1,0.054,0,0,,
May,14,camp 3,High,670 x 90,jkl,14,0.0074,0,0,0,0,,
May,14,camp 3,High,670 x 90,mno,1052,0.28,2,0.108,0,0,,
May,14,camp 3,Low,670 x 90,def,1470,0.0377,4,0.216,0,0,,
May,14,camp 3,Low,670 x 90,ghi,8,0.0113,0,0,0,0,,
May,14,camp 3,Low,670 x 90,mno,811,0.0155,0,0,0,0,,
May,14,camp 3,Medium,670 x 90,def,2199,0.082,12,0.648,0,0,,
May,14,camp 3,Medium,670 x 90,ghi,46,0.056,1,0.054,0,0,,
May,14,camp 3,Medium,670 x 90,jkl,7,0.003,0,0,0,0,,
May,14,camp 3,Medium,670 x 90,mno,1852,0.0886,7,0.378,0,0,,
May,14,camp 3,High,728 x 90,def,3638,0.7207,9,0.486,2,230.7556,,
May,14,camp 3,High,728 x 90,ghi,741,0.6886,5,0.27,0,0,,
May,14,camp 3,High,728 x 90,jkl,492,0.1701,3,0.162,1,451.4261,,
May,14,camp 3,High,728 x 90,mno,14423,3.0996,45,2.4301,6,196.585,,
May,14,camp 3,High,728 x 90,#N/A,1,0.0008,0,0,0,0,,
May,14,camp 3,Low,728 x 90,abc,1,0.0015,0,0,0,0,,
May,14,camp 3,Low,728 x 90,def,2412,0.1754,9,0.486,0,0,,
May,14,camp 3,Low,728 x 90,ghi,170,0.1404,0,0,0,0,,
May,14,camp 3,Low,728 x 90,jkl,7,0.0016,0,0,0,0,,
May,14,camp 3,Low,728 x 90,mno,13419,0.3449,35,1.8901,0,0,,
May,14,camp 3,Low,728 x 90,#N/A,1,0.0008,0,0,0,0,,
May,14,camp 3,Medium,728 x 90,abc,2,0.003,0,0,0,0,,
May,14,camp 3,Medium,728 x 90,def,7276,0.6928,51,2.7541,2,138.0186,,
May,14,camp 3,Medium,728 x 90,ghi,609,0.3911,5,0.27,0,0,,
May,14,camp 3,Medium,728 x 90,jkl,136,0.0386,11,0.594,0,0,,
May,14,camp 3,Medium,728 x 90,mno,28874,1.3378,90,4.8602,0,0,,
May,14,camp 3,Medium,728 x 90,#N/A,3,0.0024,0,0,0,0,,
May,14,camp 3,High,800 x 250,mno,8,0.0017,0,0,0,0,,
May,14,camp 3,Medium,800 x 250,mno,1,0.0001,0,0,0,0,,
May,15,camp 1,High,160 x 600,abc,20,0.0341,0,0,0,0,,
May,15,camp 1,High,160 x 600,def,15749,13.9677,70,13,6,1145.1762,,
May,15,camp 1,High,160 x 600,ghi,13999,22.4736,75,14,51,1421.1265,,
May,15,camp 1,High,160 x 600,mno,165479,188.6789,964,182,672,34770.8375,,
May,15,camp 1,Low,160 x 600,def,262,0.0315,1,0.189,0,0,,
May,15,camp 1,Low,160 x 600,ghi,24,0.0131,0,0,0,0,,
May,15,camp 1,Low,160 x 600,mno,2204,0.6929,8,1.512,0,0,,
May,15,camp 1,Medium,160 x 600,def,1720,0.6466,10,1.8901,1,349.0496,,
May,15,camp 1,Medium,160 x 600,ghi,485,0.4783,2,0.378,0,0,,
May,15,camp 1,Medium,160 x 600,mno,18717,8.4972,137,25.905,28,936.0407,,
May,15,camp 1,High,240 x 400,def,44969,31.3877,184,34,52,3058.8093,,
May,15,camp 1,High,240 x 400,ghi,249364,225.7472,3714,702,1881,95998.7343,,
May,15,camp 1,High,240 x 400,jkl,34671,16.7131,188,35,112,5330.8525,,
May,15,camp 1,High,240 x 400,mno,150525,216.2068,698,132,562,28925.4517,,
May,15,camp 1,Low,240 x 400,def,615,0.1069,0,0,0,0,,
May,15,camp 1,Low,240 x 400,ghi,699,0.5172,5,0.945,0,0,,
May,15,camp 1,Low,240 x 400,jkl,212,0.1031,0,0,0,0,,
